annee,semaine,mois,date_debut,date_fin,categorie,prix,variation,unite,source
2026,13,,2026-03-23,2026-03-29,P.M.P AGNEAUX,10.74,0.37,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S13.csv
2026,13,,2026-03-23,2026-03-29,MOYENNE AGNEAUX METROPOLE RUNGIS,12.06,0.67,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S13.csv
2026,14,,2026-03-30,2026-04-05,P.M.P AGNEAUX,10.83,0.09,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S14.csv
2026,14,,2026-03-30,2026-04-05,MOYENNE AGNEAUX METROPOLE RUNGIS,12.59,0.53,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S14.csv
2026,15,,2026-04-06,2026-04-12,P.M.P AGNEAUX,10.71,-0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S15.csv
2026,15,,2026-04-06,2026-04-12,MOYENNE AGNEAUX METROPOLE RUNGIS,12.43,-0.16,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S15.csv
2026,16,,2026-04-13,2026-04-19,P.M.P AGNEAUX,10.67,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S16.csv
2026,16,,2026-04-13,2026-04-19,MOYENNE AGNEAUX METROPOLE RUNGIS,12.22,-0.21,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S16.csv
2026,17,,2026-04-20,2026-04-26,P.M.P AGNEAUX,10.53,-0.14,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S17.csv
2026,17,,2026-04-20,2026-04-26,MOYENNE AGNEAUX METROPOLE RUNGIS,11.92,-0.3,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S17.csv
2026,18,,2026-04-27,2026-05-03,P.M.P AGNEAUX,10.49,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S18.csv
2026,18,,2026-04-27,2026-05-03,MOYENNE AGNEAUX METROPOLE RUNGIS,11.69,-0.23,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S18.csv
2026,19,,2026-05-04,2026-05-10,P.M.P AGNEAUX,10.5,0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S19.csv
2026,19,,2026-05-04,2026-05-10,MOYENNE AGNEAUX METROPOLE RUNGIS,11.64,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S19.csv
2026,20,,2026-05-11,2026-05-17,P.M.P AGNEAUX,10.55,0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S20.csv
2026,20,,2026-05-11,2026-05-17,MOYENNE AGNEAUX METROPOLE RUNGIS,11.6,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S20.csv
2026,21,,2026-05-18,2026-05-24,P.M.P AGNEAUX,10.55,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S21.csv
2026,21,,2026-05-18,2026-05-24,MOYENNE AGNEAUX METROPOLE RUNGIS,11.85,0.25,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S21.csv
2026,22,,2026-05-25,2026-05-31,P.M.P AGNEAUX,10.52,-0.03,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S22.csv
2026,22,,2026-05-25,2026-05-31,MOYENNE AGNEAUX METROPOLE RUNGIS,11.97,0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S22.csv
2026,23,,2026-06-01,2026-06-07,P.M.P AGNEAUX,10.46,-0.06,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S23.csv
2026,23,,2026-06-01,2026-06-07,MOYENNE AGNEAUX METROPOLE RUNGIS,11.96,-0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S23.csv
2026,24,,2026-06-08,2026-06-14,P.M.P AGNEAUX,10.42,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S24.csv
2026,24,,2026-06-08,2026-06-14,MOYENNE AGNEAUX METROPOLE RUNGIS,12,0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S24.csv
2026,25,,2026-06-15,2026-06-21,P.M.P AGNEAUX,10.3,-0.12,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S25.csv
2026,25,,2026-06-15,2026-06-21,MOYENNE AGNEAUX METROPOLE RUNGIS,11.87,-0.13,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S25.csv
2026,26,,2026-06-22,2026-06-28,P.M.P AGNEAUX,10.08,-0.22,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S26.csv
2026,26,,2026-06-22,2026-06-28,MOYENNE AGNEAUX METROPOLE RUNGIS,11.63,-0.24,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S26.csv
2026,27,,2026-06-29,2026-07-05,P.M.P AGNEAUX,9.56,-0.52,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S27.csv
2026,27,,2026-06-29,2026-07-05,MOYENNE AGNEAUX METROPOLE RUNGIS,11.13,-0.5,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S27.csv
2026,28,,2026-07-06,2026-07-12,P.M.P AGNEAUX,9.39,-0.17,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S28.csv
2026,28,,2026-07-06,2026-07-12,MOYENNE AGNEAUX METROPOLE RUNGIS,10.85,-0.28,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S28.csv
2026,29,,2026-07-13,2026-07-19,P.M.P AGNEAUX,9.32,-0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S29.csv
2026,29,,2026-07-13,2026-07-19,MOYENNE AGNEAUX METROPOLE RUNGIS,10.83,-0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S29.csv
2026,30,,2026-07-20,2026-07-26,P.M.P AGNEAUX,9.27,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S30.csv
2026,30,,2026-07-20,2026-07-26,MOYENNE AGNEAUX METROPOLE RUNGIS,10.76,-0.07,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S30.csv
2026,31,,2026-07-27,2026-08-02,P.M.P AGNEAUX,9.12,-0.15,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S31.csv
2026,31,,2026-07-27,2026-08-02,MOYENNE AGNEAUX METROPOLE RUNGIS,10.47,-0.29,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S31.csv
2026,32,,2026-08-03,2026-08-09,P.M.P AGNEAUX,9.11,-0.01,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S32.csv
2026,32,,2026-08-03,2026-08-09,MOYENNE AGNEAUX METROPOLE RUNGIS,10.37,-0.1,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S32.csv
2026,33,,2026-08-10,2026-08-16,P.M.P AGNEAUX,9.06,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S33.csv
2026,33,,2026-08-10,2026-08-16,MOYENNE AGNEAUX METROPOLE RUNGIS,10.37,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S33.csv
2026,34,,2026-08-17,2026-08-23,P.M.P AGNEAUX,9.02,-0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S34.csv
2026,34,,2026-08-17,2026-08-23,MOYENNE AGNEAUX METROPOLE RUNGIS,10.37,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S34.csv
2026,35,,2026-08-24,2026-08-30,P.M.P AGNEAUX,9.06,0.04,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S35.csv
2026,35,,2026-08-24,2026-08-30,MOYENNE AGNEAUX METROPOLE RUNGIS,10.37,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S35.csv
2026,36,,2026-08-31,2026-09-06,P.M.P AGNEAUX,9.01,-0.05,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S36.csv
2026,36,,2026-08-31,2026-09-06,MOYENNE AGNEAUX METROPOLE RUNGIS,10.29,-0.08,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S36.csv
2026,37,,2026-09-07,2026-09-13,P.M.P AGNEAUX,9.01,0,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S37.csv
2026,37,,2026-09-07,2026-09-13,MOYENNE AGNEAUX METROPOLE RUNGIS,10.27,-0.02,EUR/kg carcasse,COT-VRO-ovins_PMP-A26-S37.csv
