annee,semaine,mois,date_debut,date_fin,mode,region,couleur,conformation,unite,prix,variation,source
2025,28,,2025-07-07,2025-07-13,Ensemble,NORD,ROSE CLAIR,P,EUR/kg carcasse,6.74,0,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,NORD,ROSE,R,EUR/kg carcasse,6.4,0,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,NORD,ROSE,O,EUR/kg carcasse,6.34,0,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,NORD,ROSE,P,EUR/kg carcasse,5.65,0,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,10.98,0.32,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE TRES CLAIR,R,EUR/kg carcasse,8.18,,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE TRES CLAIR,O,EUR/kg carcasse,7.45,-0.1,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE CLAIR,U,EUR/kg carcasse,9.15,-0.28,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE CLAIR,R,EUR/kg carcasse,8.05,0,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE CLAIR,O,EUR/kg carcasse,7.41,0.05,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE CLAIR,P,EUR/kg carcasse,6.99,0.1,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE,R,EUR/kg carcasse,7.46,-0.2,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE,O,EUR/kg carcasse,6.75,-0.02,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,SUD,ROSE,P,EUR/kg carcasse,6.41,0.14,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,10.98,0.32,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,8.11,0.04,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,7.45,-0.1,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.94,-0.07,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.95,0.01,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,7.61,0.03,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,6.85,0.04,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,6.86,0.05,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,6.49,-0.01,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,28,,2025-07-07,2025-07-13,Ensemble,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,5.98,0.05,COT-VRO-veaux_bouch_synthese-A25-S28.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE TRES CLAIR,R,EUR/kg carcasse,8.14,0.07,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE TRES CLAIR,P,EUR/kg carcasse,6.48,,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE CLAIR,U,EUR/kg carcasse,8.45,0,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.86,-0.01,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE CLAIR,O,EUR/kg carcasse,7.7,-0.02,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE CLAIR,P,EUR/kg carcasse,6.74,0,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE,U,EUR/kg carcasse,6.94,,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE,R,EUR/kg carcasse,6.41,0.01,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE,O,EUR/kg carcasse,6.37,0.03,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROSE,P,EUR/kg carcasse,5.56,-0.09,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,NORD,ROUGE,O,EUR/kg carcasse,5.07,,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,8.69,0.13,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,8.09,0.04,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE CLAIR,O,EUR/kg carcasse,7.37,-0.04,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE CLAIR,P,EUR/kg carcasse,6.9,-0.09,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE,R,EUR/kg carcasse,7.49,0.03,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE,O,EUR/kg carcasse,6.69,-0.06,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,SUD,ROSE,P,EUR/kg carcasse,6.13,-0.28,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,8.14,0.03,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,P,EUR/kg carcasse,6.48,,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.56,0.04,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.96,0.01,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,7.59,-0.02,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,6.8,-0.05,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,6.94,,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,6.91,0.05,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,6.46,-0.03,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,5.79,-0.19,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Non élevés au pis,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,5.07,,COT-VRO-veaux_bouch_non_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Élevés au pis,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,10.69,-0.29,COT-VRO-veaux_bouch_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,10.28,-0.05,COT-VRO-veaux_bouch_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,10.69,-0.29,COT-VRO-veaux_bouch_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,10.28,-0.05,COT-VRO-veaux_bouch_pis-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE TRES CLAIR,R,EUR/kg carcasse,8.14,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE TRES CLAIR,P,EUR/kg carcasse,6.48,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE CLAIR,U,EUR/kg carcasse,8.45,0,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.86,-0.01,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE CLAIR,O,EUR/kg carcasse,7.7,-0.02,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE CLAIR,P,EUR/kg carcasse,6.74,0,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE,U,EUR/kg carcasse,6.94,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE,R,EUR/kg carcasse,6.41,0.01,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE,O,EUR/kg carcasse,6.37,0.03,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROSE,P,EUR/kg carcasse,5.56,-0.09,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,NORD,ROUGE,O,EUR/kg carcasse,5.07,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,10.69,-0.29,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE CLAIR,U,EUR/kg carcasse,9.42,0.27,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE CLAIR,R,EUR/kg carcasse,8.09,0.04,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE CLAIR,O,EUR/kg carcasse,7.37,-0.04,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE CLAIR,P,EUR/kg carcasse,6.9,-0.09,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE,R,EUR/kg carcasse,7.49,0.03,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE,O,EUR/kg carcasse,6.69,-0.06,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,SUD,ROSE,P,EUR/kg carcasse,6.13,-0.28,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,10.69,-0.29,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,8.14,0.03,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,P,EUR/kg carcasse,6.48,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,9.04,0.1,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.96,0.01,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,7.59,-0.02,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,6.8,-0.05,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE,U,EUR/kg carcasse,6.94,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,6.91,0.05,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,6.46,-0.03,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,5.79,-0.19,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,29,,2025-07-14,2025-07-20,Ensemble,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,5.07,,COT-VRO-veaux_bouch_synthese-A25-S29.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE CLAIR,U,EUR/kg carcasse,8.45,0,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.86,0,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE CLAIR,O,EUR/kg carcasse,7.69,-0.01,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE CLAIR,P,EUR/kg carcasse,6.74,0,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE,R,EUR/kg carcasse,6.52,0.11,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE,O,EUR/kg carcasse,6.45,0.08,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROSE,P,EUR/kg carcasse,5.56,0,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,NORD,ROUGE,O,EUR/kg carcasse,5.06,-0.01,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE TRES CLAIR,R,EUR/kg carcasse,8.01,,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE TRES CLAIR,O,EUR/kg carcasse,7.63,,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,8.59,-0.1,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,8.01,-0.08,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE CLAIR,O,EUR/kg carcasse,7.33,-0.04,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE CLAIR,P,EUR/kg carcasse,6.82,-0.08,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE,R,EUR/kg carcasse,7.41,-0.08,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE,O,EUR/kg carcasse,6.72,0.03,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,SUD,ROSE,P,EUR/kg carcasse,6.26,0.13,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,8.01,-0.13,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,7.63,,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.52,-0.04,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.93,-0.03,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,7.56,-0.03,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,6.77,-0.03,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,6.94,0.03,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,6.54,0.08,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,5.78,-0.01,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Non élevés au pis,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,5.06,-0.01,COT-VRO-veaux_bouch_non_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Élevés au pis,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,11.21,0.52,COT-VRO-veaux_bouch_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Élevés au pis,SUD,ROSE CLAIR,U,EUR/kg carcasse,10.24,-0.04,COT-VRO-veaux_bouch_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Élevés au pis,SUD,ROSE CLAIR,R,EUR/kg carcasse,8.99,,COT-VRO-veaux_bouch_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Élevés au pis,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,11.21,0.52,COT-VRO-veaux_bouch_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,10.24,-0.04,COT-VRO-veaux_bouch_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Élevés au pis,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,8.99,,COT-VRO-veaux_bouch_pis-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE CLAIR,U,EUR/kg carcasse,8.45,0,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE CLAIR,R,EUR/kg carcasse,7.86,0,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE CLAIR,O,EUR/kg carcasse,7.69,-0.01,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE CLAIR,P,EUR/kg carcasse,6.74,0,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE,R,EUR/kg carcasse,6.52,0.11,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE,O,EUR/kg carcasse,6.45,0.08,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROSE,P,EUR/kg carcasse,5.56,0,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,NORD,ROUGE,O,EUR/kg carcasse,5.06,-0.01,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE TRES CLAIR,U,EUR/kg carcasse,11.21,0.52,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE TRES CLAIR,R,EUR/kg carcasse,8.01,,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE TRES CLAIR,O,EUR/kg carcasse,7.63,,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE CLAIR,U,EUR/kg carcasse,9.18,-0.24,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE CLAIR,R,EUR/kg carcasse,8.03,-0.06,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE CLAIR,O,EUR/kg carcasse,7.33,-0.04,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE CLAIR,P,EUR/kg carcasse,6.82,-0.08,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE,R,EUR/kg carcasse,7.41,-0.08,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE,O,EUR/kg carcasse,6.72,0.03,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,SUD,ROSE,P,EUR/kg carcasse,6.26,0.13,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,U,EUR/kg carcasse,11.21,0.52,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,R,EUR/kg carcasse,8.01,-0.13,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE TRES CLAIR,O,EUR/kg carcasse,7.63,,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE CLAIR,U,EUR/kg carcasse,8.89,-0.15,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE CLAIR,R,EUR/kg carcasse,7.94,-0.02,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE CLAIR,O,EUR/kg carcasse,7.56,-0.03,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE CLAIR,P,EUR/kg carcasse,6.77,-0.03,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE,R,EUR/kg carcasse,6.94,0.03,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE,O,EUR/kg carcasse,6.54,0.08,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROSE,P,EUR/kg carcasse,5.78,-0.01,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,30,,2025-07-21,2025-07-27,Ensemble,COTATION NATIONALE,ROUGE,O,EUR/kg carcasse,5.06,-0.01,COT-VRO-veaux_bouch_synthese-A25-S30.csv
2025,31,,2025-07-28,2025-08-03,Non élevés au pis,NORD,ROSE CLAIR,U,EUR/kg carcasse,8.45,0,COT-VRO-veaux_bouch_non_pis-A25-S31.csv
